A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,RedOnLeft,False
A110JYKWR9T6H8:39ZSFO5CA9GHC3H0UEF94CMT9M9UJ6,RedOnLeft,False
A11O504U2EJUGU:3NPFYT4IZDOZ25LURD5TR6THAQAGX8,RedOnLeft,True
A11TY4VHBBJLJR:3VBEN272MLJR6OZVX3Z6SYCPWX7GS8,RedOnLeft,False
A11YS0T8MV3Q7C:3LEIZ60CDKJ9SQY1EPN4WAN5F19Z96,RedOnLeft,False
A13VIJ7G997ZCY:338JKRMM27J16O8C09VXSYUKO45HAT,RedOnLeft,False
A149ROBL26JWPJ:36W0OB37HXY27WGKC1BW9RLTYCKHZD,RedOnLeft,False
A15TFO5B95QVQZ:3VJ40NV2QJ7GD1T8AMH47CHDP49TOY,RedOnLeft,False
A15V8K8M4TXT9Y:3YGXWBAF711VNRHF5G7544B4J6R4CR,RedOnLeft,False
A177EXELDLWTWV:3ZAZR5XV022BQO54Q9XVY0ODKX7CZG,RedOnLeft,True
A19LTHK3TA57SF:3KJYX6QCMAVHPI60Z4PE0YOCNTIVJW,RedOnLeft,False
A1B4KC5KP7FH1Z:3IXEICO7933QOVN4AQVAQCVM44G6TN,RedOnLeft,False
A1C59M3HPCO503:3VBEN272MLJR6OZVX3Z6SYCPWX7GS8,RedOnLeft,True
A1CFUMXK9QFT9M:3R9WASFE200IT0PEHBNW669GIZ4ZFY,RedOnLeft,False
A1DIGREVLNOXT3:3Q5C1WP23NLTW7BH3O1VS0YRGQE15T,RedOnLeft,True
A1F2MFSHXTGAVD:3WRFBPLXRB8TWZV2USB0AADA46MN3C,RedOnLeft,False
A1FQGVP8SX5WE2:3WEV0KO0ONCOU4P4VDYYMD9SIM5SDL,RedOnLeft,False
A1GXFMAC759VRM:3RRCEFRB7NWCDMP9RGBATK5M26A4BA,RedOnLeft,True
A1HRHFU7KTS0KW:3G0WWMR1UW4L3014S3NWNI6LE2YNQL,RedOnLeft,True
A1JVO7FLPATHUB:3M81GAB8A13J2RC7PDINWN6RYWUQBC,RedOnLeft,True
A1M682B2WUSYJP:3S06PH7KSSOO0KQAIUJEQCMJSI6D1S,RedOnLeft,False
A1OIPSWKV6DVUF:3ZSANO2JCGRLSO30MJTOADCDUVQSFT,RedOnLeft,True
A1QLYBRMIULAYC:3WJEQKOXA9MQ2DNYYKSC0BED7F9A1N,RedOnLeft,False
